258,Cayman Islands,19.200001,-81.230003,country
259,Central African Republic,4.230000,18.370001,country
260,Chad,12.100000,14.590000,country
261,Chile,-30.450001,-70.815002,country
263,Colombia,4.360000,-74.050003,country
265,Congo-Brazzaville,-4.460000,11.530000,country
266,Congo-Kinshasa,-5.086667,22.536667,country
267,Cook Islands,-21.120001,159.460007,country
268,Costa Rica,9.560000,-84.050003,country
269,Croatia,45.480000,15.580000,country
270,Cte d'Ivoire,5.840000,-2.610000,country
271,Cuba,21.584999,-78.680000,country
273,Cyprus,35.099998,33.220001,country
274,Czech Republic,49.595001,15.330000,country
275,Democratic Republic of Congo,-4.180000,15.180000,country
276,Denmark,55.450001,12.250000,country
277,Djibouti,11.330000,43.099998,country
278,Dominica,15.180000,-61.230000,country
279,Dominican Republic,18.280001,-69.540001,country
280,Ecuador,-1.120000,-78.900002,country
281,Egypt,27.040001,31.855000,country
282,El Salvador,13.400000,-89.099998,country
283,England,51.619999,-0.546667,country
284,Equatorial Guinea,3.450000,8.480000,country
285,Eritrea,15.200000,38.580002,country
286,Estonia,59.259998,24.430000,country
287,Ethiopia,9.030000,38.419998,country
288,Falkland Islands,-51.450001,-57.560001,country
289,Faroe Islands,62.009998,-6.460000,country
290,Fiji Islands,-17.775000,177.770004,country
291,Finland,60.080002,25.000000,country
292,France,45.480000,3.003333,country
293,French Guiana,-9.550000,-93.650002,country
294,French Polynesia,-17.320000,-149.339996,country
295,Gabon,0.300000,9.250000,country
296,Gambia,13.280000,-16.389999,country
297,Georgia,41.430000,44.490002,country
298,Germany,52.825001,11.420000,country
299,Ghana,5.330000,-0.150000,country
300,Gibraltar,36.090000,-5.210000,country
301,Greece,37.580002,23.430000,country
302,Greenland,72.159996,-40.250011,country
304,Guatemala,14.380000,-90.309998,country
305,Guinea,9.290000,-13.430000,country
306,Guyana,6.480000,-58.099998,country
307,Haiti,18.320000,-72.199997,country
308,Honduras,14.050000,-87.139999,country
309,Hong Kong,22.150000,114.099998,country
310,Hungary,47.299999,19.049999,country
311,Iceland,64.089996,-21.510000,country
312,India,20.995001,77.711662,country
313,Indonesia,-6.080000,106.449997,country
314,Iran,34.747501,52.279999,country
315,Iraq,33.200001,44.259998,country
316,Ireland,52.370003,-7.215000,country
318,Israel,31.985001,34.805000,country
319,Italy,41.816666,12.560000,country
320,Jamaica,17.580000,-76.480003,country
321,Japan,34.063332,134.006668,country
323,Jordan,31.570000,35.560001,country
324,Kazakhstan,52.814999,70.214996,country
325,Kenya,-1.170000,36.490002,country
326,Korea,37.299999,127.000000,country
327,Kuwait,29.200001,48.000000,country
328,Kyrgyzstan,42.529999,74.459999,country
329,Laos,17.580000,102.360001,country
330,Latvia,57.000198,25.459999,country
331,Lebanon,33.520000,35.299999,country
332,Lesotho,-29.190001,27.290001,country
333,Liberia,6.180000,-10.470000,country
334,Libya,27.305000,17.050011,country
335,Liechtenstein,47.080002,9.320000,country
336,Lithuania,54.410000,25.190001,country
337,Luxembourg,49.369999,6.080000,country
338,Madagascar,-18.520000,47.299999,country
339,Malawi,-13.580000,33.490002,country
340,Malaysia,3.346667,103.258331,country
341,Maldives,4.000000,73.279999,country
342,Mali,14.440000,-5.295000,country
344,Marshall Islands,7.050000,171.080002,country
345,Martinique,14.360000,-61.049999,country
346,Mauritania,18.090000,-15.580000,country
347,Mauritius,-20.100000,57.299999,country
349,Mexico,23.896000,-104.288002,country
350,Micronesia,0.000000,6.580000,country
351,Moldova,47.000000,28.500000,country
352,Monaco,43.450001,7.230000,country
353,Mongolia,47.540001,106.519997,country
354,Montenegro,42.279999,19.170000,country
355,Montserrat,16.440001,-62.139999,country
356,Morocco,31.629999,-8.315000,country
357,Mozambique,-22.535000,33.434998,country
358,Myanmar (Burma),19.020000,96.070000,country
359,Namibia,-24.360001,16.080000,country
360,Nepal,27.420000,85.190002,country
361,Netherlands,52.209999,4.540000,country
362,New Caledonia,-22.160000,166.259995,country
363,New Zealand,-40.649998,173.360001,country
364,Nicaragua,12.060000,-86.180000,country
365,Niger,13.320000,2.050000,country
366,Nigeria,9.123333,6.220000,country
367,Niue,-19.010000,169.550003,country
